threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,saturation_level
19.0,quarter_window,25,0.521701388888889,0.1765873015873016,0.25313112813112815,2.0,5.5625,5
20.0,full_window,100,0.7430555555555555,0.28542906746031743,0.3922518427703526,1.90625,5.5625,5
20.0,half_window,50,0.5885416666666666,0.2024801587301587,0.2901702464202464,1.90625,5.5625,5
20.0,quarter_window,25,0.5239583333333333,0.17301587301587298,0.25048770673770676,1.90625,5.5625,5
21.0,full_window,100,0.7447916666666666,0.26279761904761906,0.3694203968410806,1.71875,5.5625,5
21.0,half_window,50,0.6050347222222222,0.18943452380952377,0.2781603234728235,1.71875,5.5625,5
21.0,quarter_window,25,0.5673611111111111,0.1712797619047619,0.25425986050986055,1.71875,5.5625,5
22.0,full_window,100,0.7467013888888889,0.25476190476190474,0.36131530999958067,1.5833333333333333,5.5625,5
22.0,half_window,50,0.6138888888888888,0.18149801587301587,0.2698683261183261,1.5833333333333333,5.5625,5
22.0,quarter_window,25,0.5852430555555556,0.16780753968253967,0.25169702982202985,1.5833333333333333,5.5625,5
23.0,full_window,100,0.696701388888889,0.22473958333333333,0.3262023354282103,1.3958333333333333,5.5625,5
23.0,half_window,50,0.6072916666666667,0.16452132936507938,0.25124834656084655,1.3958333333333333,5.5625,5
23.0,quarter_window,25,0.5847222222222223,0.15499751984126983,0.23799603174603176,1.3958333333333333,5.5625,5
24.0,full_window,100,0.678298611111111,0.20687003968253967,0.30504943378584687,1.2395833333333333,5.5625,5
24.0,half_window,50,0.6001736111111111,0.1476438492063492,0.2304751382876383,1.2395833333333333,5.5625,5
24.0,quarter_window,25,0.5845486111111111,0.14169146825396825,0.22191032347282347,1.2395833333333333,5.5625,5
25.0,full_window,100,0.6531250000000001,0.19232390873015873,0.2855273495898496,1.1145833333333333,5.5625,5
25.0,half_window,50,0.5828125000000001,0.1369171626984127,0.21586700336700337,1.1145833333333333,5.5625,5
25.0,quarter_window,25,0.5654513888888889,0.13096478174603174,0.20707070707070707,1.1145833333333333,5.5625,5
26.0,full_window,100,0.6293402777777778,0.17728174603174604,0.26590929403429403,1.03125,5.5625,5
26.0,half_window,50,0.5581597222222222,0.121875,0.19561237373737372,1.03125,5.5625,5
26.0,quarter_window,25,0.5460069444444444,0.11741071428571427,0.18913089225589227,1.03125,5.5625,5
27.0,full_window,100,0.5703125,0.16118551587301586,0.2411573099073099,0.9270833333333334,5.5625,5
27.0,half_window,50,0.5130208333333334,0.11083829365079366,0.17797844516594516,0.9270833333333334,5.5625,5
27.0,quarter_window,25,0.506076388888889,0.10786210317460317,0.1738117784992785,0.9270833333333334,5.5625,5
28.0,full_window,100,0.5390625,0.1527529761904762,0.2281364765739766,0.875,5.5625,5
28.0,half_window,50,0.4973958333333333,0.10562996031746032,0.17016594516594516,0.875,5.5625,5
28.0,quarter_window,25,0.4904513888888889,0.10265376984126984,0.1659992784992785,0.875,5.5625,5
29.0,full_window,100,0.5078125,0.1480406746031746,0.21995195276445276,0.84375,5.5625,5
29.0,half_window,50,0.4661458333333333,0.10091765873015873,0.16198142135642135,0.84375,5.5625,5
29.0,quarter_window,25,0.4592013888888889,0.09794146825396825,0.1578147546897547,0.84375,5.5625,5
30.0,full_window,100,0.4756944444444444,0.13663194444444446,0.20477941945333247,0.78125,5.5625,5
30.0,half_window,50,0.43402777777777773,0.09211309523809524,0.14909887566137567,0.78125,5.5625,5
30.0,quarter_window,25,0.4270833333333333,0.08913690476190476,0.14493220899470902,0.78125,5.5625,5
31.0,full_window,100,0.4635416666666667,0.12844742063492062,0.19486231361231363,0.7395833333333334,5.5625,5
31.0,half_window,50,0.421875,0.0865327380952381,0.14145998677248678,0.7395833333333334,5.5625,5
31.0,quarter_window,25,0.4114583333333333,0.08355654761904761,0.13683035714285716,0.7395833333333334,5.5625,5
32.0,full_window,100,0.4322916666666667,0.11703869047619048,0.1782783189033189,0.6666666666666666,5.5625,5
32.0,half_window,50,0.4010416666666667,0.07834821428571428,0.12938988095238094,0.6666666666666666,5.5625,5
32.0,quarter_window,25,0.390625,0.07686011904761904,0.12678571428571428,0.6666666666666666,5.5625,5
33.0,full_window,100,0.4322916666666667,0.11257440476190476,0.17385912698412698,0.6041666666666666,5.5625,5
33.0,half_window,50,0.3958333333333333,0.07388392857142857,0.1234292328042328,0.6041666666666666,5.5625,5
33.0,quarter_window,25,0.3854166666666667,0.07239583333333334,0.12082506613756615,0.6041666666666666,5.5625,5
34.0,full_window,100,0.4114583333333333,0.10438988095238094,0.16269014550264552,0.5416666666666666,5.5625,5
34.0,half_window,50,0.3854166666666667,0.06979166666666667,0.11723710317460317,0.5416666666666666,5.5625,5
34.0,quarter_window,25,0.375,0.06830357142857142,0.1146329365079365,0.5416666666666666,5.5625,5
35.0,full_window,100,0.390625,0.09620535714285715,0.15111607142857145,0.5,5.5625,5
35.0,half_window,50,0.375,0.0671875,0.11307043650793651,0.5,5.5625,5
35.0,quarter_window,25,0.3645833333333333,0.06569940476190476,0.11046626984126984,0.5,5.5625,5
36.0,full_window,100,0.359375,0.08742559523809523,0.1380952380952381,0.46875,5.5625,5
36.0,half_window,50,0.3541666666666667,0.0625,0.10543154761904762,0.46875,5.5625,5
36.0,quarter_window,25,0.34375,0.06101190476190476,0.10282738095238096,0.46875,5.5625,5
37.0,full_window,100,0.34375,0.08385416666666666,0.13230820105820107,0.4479166666666667,5.5625,5
37.0,half_window,50,0.34375,0.06041666666666667,0.1019593253968254,0.4479166666666667,5.5625,5
37.0,quarter_window,25,0.3333333333333333,0.058928571428571434,0.09935515873015872,0.4479166666666667,5.5625,5
38.0,full_window,100,0.3125,0.07671130952380951,0.12073412698412699,0.3958333333333333,5.5625,5
38.0,half_window,50,0.3125,0.05476190476190476,0.09241071428571429,0.3958333333333333,5.5625,5
38.0,quarter_window,25,0.3020833333333333,0.05327380952380952,0.08980654761904762,0.3958333333333333,5.5625,5
39.0,full_window,100,0.3125,0.07671130952380951,0.12073412698412699,0.3854166666666667,5.5625,5
39.0,half_window,50,0.3125,0.05476190476190476,0.09241071428571429,0.3854166666666667,5.5625,5
39.0,quarter_window,25,0.3020833333333333,0.05327380952380952,0.08980654761904762,0.3854166666666667,5.5625,5
40.0,full_window,100,0.3020833333333333,0.07373511904761905,0.11610449735449735,0.3645833333333333,5.5625,5
40.0,half_window,50,0.3020833333333333,0.05327380952380952,0.08980654761904762,0.3645833333333333,5.5625,5
40.0,quarter_window,25,0.2916666666666667,0.05178571428571429,0.08720238095238096,0.3645833333333333,5.5625,5
0.0,full_window,100,0.4768934190809191,0.9635416666666666,0.6214279213349579,14.4375,5.5625,6
0.0,half_window,50,0.3254557942057942,0.829389880952381,0.4595095693779904,14.4375,5.5625,6
0.0,quarter_window,25,0.22129381035631035,0.5750744047619047,0.3140507518796993,14.4375,5.5625,6
1.0,full_window,100,0.5016587579087579,0.9354166666666667,0.6385647481935397,13.0,5.5625,6
1.0,half_window,50,0.3378871128871129,0.788764880952381,0.46703903251890866,13.0,5.5625,6
1.0,quarter_window,25,0.23392544955044955,0.5547619047619048,0.3248915515169385,13.0,5.5625,6
2.0,full_window,100,0.5191360722610723,0.9041666666666667,0.6435817007863374,11.5625,5.5625,6
2.0,half_window,50,0.3641972610722611,0.7427827380952381,0.4826769742984913,11.5625,5.5625,6
2.0,quarter_window,25,0.25540501165501167,0.5302083333333333,0.34018179640277163,11.5625,5.5625,6
3.0,full_window,100,0.5486111111111112,0.8734375,0.6551972188380727,10.375,5.5625,6
3.0,half_window,50,0.39998421717171717,0.7349702380952381,0.5100415773596888,10.375,5.5625,6
3.0,quarter_window,25,0.2782986111111111,0.5223958333333333,0.35696631638485354,10.375,5.5625,6
4.0,full_window,100,0.5753224206349207,0.8488839285714286,0.6627062165483087,9.625,5.5625,6
4.0,half_window,50,0.42934704184704187,0.7167410714285715,0.5236501179419136,9.625,5.5625,6
4.0,quarter_window,25,0.2975807178932179,0.5041666666666667,0.36364778367487344,9.625,5.5625,6
5.0,full_window,100,0.6083536255411255,0.8116815476190476,0.6740938016495922,8.5625,5.5625,6
5.0,half_window,50,0.456286075036075,0.6806547619047619,0.5310665781157267,8.5625,5.5625,6
5.0,quarter_window,25,0.3255546536796537,0.49523809523809526,0.3798177452492468,8.5625,5.5625,6
6.0,full_window,100,0.6184681637806638,0.7658482142857143,0.6559721115160374,7.875,5.5625,6
6.0,half_window,50,0.4741838023088023,0.6488095238095238,0.5309103446003601,7.875,5.5625,6
6.0,quarter_window,25,0.3424580627705628,0.4738095238095238,0.38227403401552007,7.875,5.5625,6
7.0,full_window,100,0.6567415223665224,0.7554315476190476,0.6716009413873775,7.25,5.5625,6
7.0,half_window,50,0.5340187590187591,0.6488095238095238,0.564369045986693,7.25,5.5625,6
7.0,quarter_window,25,0.3926970598845599,0.4738095238095238,0.4101558980235451,7.25,5.5625,6
8.0,full_window,100,0.7106646825396825,0.7078125,0.6688130002195031,6.25,5.5625,6
8.0,half_window,50,0.6040178571428572,0.6205357142857143,0.5818853328044504,6.25,5.5625,6
8.0,quarter_window,25,0.42549603174603173,0.44553571428571426,0.4116503594444771,6.25,5.5625,6
9.0,full_window,100,0.750421626984127,0.6863839285714286,0.681170026492963,5.625,5.5625,6
9.0,half_window,50,0.6439484126984126,0.5991071428571428,0.5943847818847818,5.625,5.5625,6
9.0,quarter_window,25,0.44789186507936507,0.42410714285714285,0.41563020313020316,5.625,5.5625,6
10.0,full_window,100,0.7577132936507937,0.6389136904761905,0.6490950173705401,5.25,5.5625,6
10.0,half_window,50,0.6568948412698412,0.5641369047619047,0.573978798978799,5.25,5.5625,6
10.0,quarter_window,25,0.48159722222222223,0.40848214285714285,0.4107919857919858,5.25,5.5625,6
11.0,full_window,100,0.7383680555555555,0.6076636904761905,0.619300527388622,4.9375,5.5625,6
11.0,half_window,50,0.6420138888888889,0.5203869047619047,0.5417610167610167,4.9375,5.5625,6
11.0,quarter_window,25,0.5128472222222222,0.40848214285714285,0.42253024753024754,4.9375,5.5625,6
12.0,full_window,100,0.7529513888888889,0.5972470238095238,0.6199577995244236,4.75,5.5625,6
12.0,half_window,50,0.6503472222222222,0.5099702380952381,0.5398088023088023,4.75,5.5625,6
12.0,quarter_window,25,0.5274305555555555,0.40848214285714285,0.42939213564213563,4.75,5.5625,6
13.0,full_window,100,0.742906746031746,0.5476934523809524,0.5882368867986577,4.375,5.5625,6
13.0,half_window,50,0.6308531746031746,0.46041666666666664,0.5027642496392496,4.375,5.5625,6
13.0,quarter_window,25,0.5046626984126984,0.3678571428571428,0.39715458152958155,4.375,5.5625,6
14.0,full_window,100,0.7484623015873015,0.48251488095238093,0.5380666270969474,3.75,5.5625,6
14.0,half_window,50,0.6020337301587302,0.3566964285714286,0.4087527056277056,3.75,5.5625,6
14.0,quarter_window,25,0.49563492063492065,0.2855654761904762,0.32536525974025976,3.75,5.5625,6
15.0,full_window,100,0.7547123015873016,0.4610863095238095,0.5238426717045138,3.5625,5.5625,6
15.0,half_window,50,0.5947420634920635,0.3352678571428571,0.38821699134199134,3.5625,5.5625,6
15.0,quarter_window,25,0.48834325396825395,0.2766369047619048,0.3168335137085137,3.5625,5.5625,6
16.0,full_window,100,0.7725694444444444,0.45215773809523807,0.5256186175901144,3.375,5.5625,6
16.0,half_window,50,0.5954861111111112,0.3263392857142857,0.38358100233100234,3.375,5.5625,6
16.0,quarter_window,25,0.4965277777777778,0.2766369047619048,0.3204392829392829,3.375,5.5625,6
17.0,full_window,100,0.7772321428571428,0.3854910714285714,0.4824265646634068,2.9375,5.5625,6
17.0,half_window,50,0.6168154761904762,0.2819940476190476,0.360254329004329,2.9375,5.5625,6
17.0,quarter_window,25,0.5386904761904762,0.25163690476190476,0.31714466089466087,2.9375,5.5625,6
18.0,full_window,100,0.7864583333333334,0.36763392857142857,0.4800595238095238,2.625,5.5625,6
18.0,half_window,50,0.6197916666666666,0.26264880952380953,0.3504641192141192,2.625,5.5625,6
18.0,quarter_window,25,0.5416666666666666,0.23229166666666667,0.3073544511044511,2.625,5.5625,6
19.0,full_window,100,0.8041666666666667,0.35513392857142856,0.47132622811970637,2.4375,5.5625,6
19.0,half_window,50,0.6010416666666667,0.2412202380952381,0.33000957375957374,2.4375,5.5625,6
19.0,quarter_window,25,0.5229166666666667,0.21086309523809524,0.28689990564990564,2.4375,5.5625,6
20.0,full_window,100,0.79375,0.3247767857142857,0.437725468975469,2.3125,5.5625,6
20.0,half_window,50,0.5489583333333333,0.21979166666666666,0.2996524309024309,2.3125,5.5625,6
20.0,quarter_window,25,0.4708333333333333,0.1894345238095238,0.2565427627927628,2.3125,5.5625,6
21.0,full_window,100,0.809375,0.30654761904761907,0.4254251004251004,2.0625,5.5625,6
21.0,half_window,50,0.60625,0.21979166666666666,0.31064213564213566,2.0625,5.5625,6
21.0,quarter_window,25,0.528125,0.1894345238095238,0.2675324675324675,2.0625,5.5625,6
22.0,full_window,100,0.828125,0.29404761904761906,0.4153421278421278,1.875,5.5625,6
22.0,half_window,50,0.625,0.20729166666666665,0.3005591630591631,1.875,5.5625,6
22.0,quarter_window,25,0.5729166666666666,0.1894345238095238,0.2741702741702742,1.875,5.5625,6
23.0,full_window,100,0.765625,0.2726190476190476,0.38478657228657226,1.75,5.5625,6
23.0,half_window,50,0.625,0.19836309523809523,0.29083694083694084,1.75,5.5625,6
23.0,quarter_window,25,0.59375,0.1894345238095238,0.27694805194805194,1.75,5.5625,6
24.0,full_window,100,0.78125,0.25476190476190474,0.3678255772005772,1.5625,5.5625,6
24.0,half_window,50,0.609375,0.17901785714285715,0.2669642857142857,1.5625,5.5625,6
24.0,quarter_window,25,0.609375,0.17901785714285715,0.2669642857142857,1.5625,5.5625,6
25.0,full_window,100,0.71875,0.24226190476190476,0.34699224386724387,1.5,5.5625,6
25.0,half_window,50,0.609375,0.17901785714285715,0.2669642857142857,1.5,5.5625,6
25.0,quarter_window,25,0.609375,0.17901785714285715,0.2669642857142857,1.5,5.5625,6
26.0,full_window,100,0.6979166666666666,0.2193452380952381,0.3233811327561328,1.375,5.5625,6
26.0,half_window,50,0.6041666666666666,0.16651785714285713,0.2558531746031746,1.375,5.5625,6
26.0,quarter_window,25,0.6041666666666666,0.16651785714285713,0.2558531746031746,1.375,5.5625,6
27.0,full_window,100,0.6354166666666666,0.21041666666666664,0.3077561327561328,1.3125,5.5625,6
27.0,half_window,50,0.6041666666666666,0.16651785714285713,0.2558531746031746,1.3125,5.5625,6
27.0,quarter_window,25,0.6041666666666666,0.16651785714285713,0.2558531746031746,1.3125,5.5625,6
28.0,full_window,100,0.65625,0.18325892857142856,0.2745716089466089,1.0,5.5625,6
28.0,half_window,50,0.625,0.13936011904761905,0.22266865079365078,1.0,5.5625,6
28.0,quarter_window,25,0.625,0.13936011904761905,0.22266865079365078,1.0,5.5625,6
29.0,full_window,100,0.59375,0.16242559523809524,0.24332160894660895,0.9375,5.5625,6
29.0,half_window,50,0.5625,0.11852678571428571,0.19141865079365078,0.9375,5.5625,6
29.0,quarter_window,25,0.5625,0.11852678571428571,0.19141865079365078,0.9375,5.5625,6
30.0,full_window,100,0.53125,0.15200892857142856,0.22546446608946608,0.875,5.5625,6
30.0,half_window,50,0.5,0.10811011904761905,0.17356150793650793,0.875,5.5625,6
30.0,quarter_window,25,0.5,0.10811011904761905,0.17356150793650793,0.875,5.5625,6
31.0,full_window,100,0.53125,0.14308035714285713,0.21750992063492064,0.8125,5.5625,6
31.0,half_window,50,0.5,0.09918154761904761,0.16383928571428572,0.8125,5.5625,6
31.0,quarter_window,25,0.5,0.09918154761904761,0.16383928571428572,0.8125,5.5625,6
32.0,full_window,100,0.53125,0.1341517857142857,0.20778769841269842,0.75,5.5625,6
32.0,half_window,50,0.5,0.09025297619047619,0.15168650793650795,0.75,5.5625,6
32.0,quarter_window,25,0.5,0.09025297619047619,0.15168650793650795,0.75,5.5625,6
33.0,full_window,100,0.46875,0.12522321428571428,0.19216269841269842,0.6875,5.5625,6
33.0,half_window,50,0.4375,0.08132440476190476,0.13606150793650795,0.6875,5.5625,6
33.0,quarter_window,25,0.4375,0.08132440476190476,0.13606150793650795,0.6875,5.5625,6
34.0,full_window,100,0.46875,0.12522321428571428,0.19216269841269842,0.6875,5.5625,6
34.0,half_window,50,0.4375,0.08132440476190476,0.13606150793650795,0.6875,5.5625,6
34.0,quarter_window,25,0.4375,0.08132440476190476,0.13606150793650795,0.6875,5.5625,6
35.0,full_window,100,0.46875,0.12522321428571428,0.19216269841269842,0.6875,5.5625,6
35.0,half_window,50,0.4375,0.08132440476190476,0.13606150793650795,0.6875,5.5625,6
35.0,quarter_window,25,0.4375,0.08132440476190476,0.13606150793650795,0.6875,5.5625,6
36.0,full_window,100,0.46875,0.12522321428571428,0.19216269841269842,0.6875,5.5625,6
36.0,half_window,50,0.4375,0.08132440476190476,0.13606150793650795,0.6875,5.5625,6
36.0,quarter_window,25,0.4375,0.08132440476190476,0.13606150793650795,0.6875,5.5625,6
37.0,full_window,100,0.4375,0.11629464285714286,0.17827380952380953,0.625,5.5625,6
37.0,half_window,50,0.4375,0.08132440476190476,0.13606150793650795,0.625,5.5625,6
37.0,quarter_window,25,0.4375,0.08132440476190476,0.13606150793650795,0.625,5.5625,6
38.0,full_window,100,0.4375,0.11629464285714286,0.17827380952380953,0.5625,5.5625,6
38.0,half_window,50,0.4375,0.08132440476190476,0.13606150793650795,0.5625,5.5625,6
38.0,quarter_window,25,0.4375,0.08132440476190476,0.13606150793650795,0.5625,5.5625,6
39.0,full_window,100,0.4375,0.11629464285714286,0.17827380952380953,0.5625,5.5625,6
39.0,half_window,50,0.4375,0.08132440476190476,0.13606150793650795,0.5625,5.5625,6
39.0,quarter_window,25,0.4375,0.08132440476190476,0.13606150793650795,0.5625,5.5625,6
40.0,full_window,100,0.4375,0.11629464285714286,0.17827380952380953,0.5625,5.5625,6
40.0,half_window,50,0.4375,0.08132440476190476,0.13606150793650795,0.5625,5.5625,6
40.0,quarter_window,25,0.4375,0.08132440476190476,0.13606150793650795,0.5625,5.5625,6
